athlete_certification_key,person_key,club_key,certification_type_key,person_type_key,has_certificate
9895,288,385,2,1,1
9896,294,385,2,1,1
9897,307,385,2,1,1
9898,308,385,2,1,1
9899,309,385,2,1,1
9900,311,385,2,1,1
9901,315,385,2,1,1
9902,317,168,2,1,1
9903,320,168,2,1,1
9904,321,168,2,1,1
9905,334,167,2,1,1
9906,345,167,2,1,1
9907,355,167,2,1,1
9908,356,394,2,1,1
9909,357,394,2,1,1
9910,361,394,2,1,1
9911,362,394,2,1,1
9912,363,394,2,1,1
9913,364,394,2,1,1
9914,367,394,2,1,1
9915,371,394,2,1,1
9916,373,394,2,1,1
9917,377,394,2,1,1
9918,378,394,2,1,1
9919,379,394,2,1,1
9920,381,394,2,1,1
9921,382,394,2,1,1
9922,384,394,2,1,1
9923,385,394,2,1,1
9924,386,59,2,1,1
9925,387,59,2,1,1
9926,388,59,2,1,1
9927,389,59,2,1,1
9928,391,59,2,1,1
9929,392,59,2,1,1
9930,393,59,2,1,1
9931,396,59,2,1,1
9932,397,59,2,1,1
9933,398,59,2,1,1
9934,400,59,2,1,1
9935,402,59,2,1,1
9936,403,59,2,1,1
9937,405,59,2,1,1
9938,407,59,2,1,1
9939,409,59,2,1,1
9940,411,59,2,1,1
9941,412,59,2,1,1
9942,414,59,2,1,1
9943,416,59,2,1,1
9944,417,59,2,1,1
9945,418,59,2,1,1
9946,419,59,2,1,1
9947,422,59,2,1,1
9948,423,59,2,1,1
9949,424,59,2,1,1
9950,425,59,2,1,1
9951,426,59,2,1,1
9952,427,59,2,1,1
9953,429,59,2,1,1
9954,430,59,2,1,1
9955,432,59,2,1,1
9956,434,171,2,1,1
9957,443,171,2,1,1
9958,454,256,2,1,1
9959,459,256,2,1,1
9960,462,256,2,1,1
9961,465,256,2,1,1
9962,466,256,2,1,1
9963,467,256,2,1,1
9964,473,256,2,1,1
9965,474,256,2,1,1
9966,479,256,2,1,1
9967,483,256,2,1,1
9968,486,256,2,1,1
9969,488,256,2,1,1
9970,490,256,2,1,1
9971,493,256,2,1,1
9972,494,256,2,1,1
9973,495,256,2,1,1
9974,505,256,2,1,1
9975,511,291,2,1,1
9976,513,291,2,1,1
9977,517,291,2,1,1
9978,518,291,2,1,1
9979,519,291,2,1,1
9980,520,291,2,1,1
9981,521,291,2,1,1
9982,523,291,2,1,1
9983,525,291,2,1,1
9984,526,291,2,1,1
9985,530,291,2,1,1
9986,534,291,2,1,1
9987,535,291,2,1,1
9988,538,291,2,1,1
9989,540,291,2,1,1
9990,541,291,2,1,1
9991,542,291,2,1,1
9992,543,291,2,1,1
9993,547,291,2,1,1
9994,548,291,2,1,1
9995,549,291,2,1,1
9996,551,291,2,1,1
9997,552,291,2,1,1
9998,554,291,2,1,1
9999,557,291,2,1,1
10000,558,291,2,1,1
10001,559,291,2,1,1
10002,560,291,2,1,1
10003,561,291,2,1,1
10004,566,291,2,1,1
10005,567,291,2,1,1
10006,570,291,2,1,1
10007,573,405,2,1,1
10008,574,405,2,1,1
10009,576,405,2,1,1
10010,577,405,2,1,1
10011,578,405,2,1,1
10012,582,405,2,1,1
10013,583,405,2,1,1
10014,584,405,2,1,1
10015,588,322,2,1,1
10016,590,322,2,1,1
10017,591,322,2,1,1
10018,592,322,2,1,1
10019,593,322,2,1,1
10020,594,322,2,1,1
10021,595,322,2,1,1
10022,596,322,2,1,1
10023,597,322,2,1,1
10024,600,322,2,1,1
10025,602,322,2,1,1
10026,603,322,2,1,1
10027,604,322,2,1,1
10028,605,322,2,1,1
10029,607,322,2,1,1
10030,609,322,2,1,1
10031,610,322,2,1,1
10032,612,322,2,1,1
10033,613,322,2,1,1
10034,614,322,2,1,1
10035,616,322,2,1,1
10036,617,322,2,1,1
10037,619,54,2,1,1
10038,620,54,2,1,1
10039,621,54,2,1,1
10040,622,54,2,1,1
10041,623,54,2,1,1
10042,624,54,2,1,1
10043,625,54,2,1,1
10044,626,54,2,1,1
10045,628,54,2,1,1
10046,630,54,2,1,1
10047,633,54,2,1,1
10048,634,54,2,1,1
10049,636,225,2,1,1
10050,637,225,2,1,1
10051,638,225,2,1,1
10052,639,225,2,1,1
10053,642,225,2,1,1
10054,646,225,2,1,1
10055,647,225,2,1,1
10056,649,225,2,1,1
10057,650,225,2,1,1
10058,653,225,2,1,1
10059,654,225,2,1,1
10060,655,225,2,1,1
10061,656,225,2,1,1
10062,657,225,2,1,1
10063,659,225,2,1,1
10064,661,225,2,1,1
10065,662,225,2,1,1
10066,664,225,2,1,1
10067,665,225,2,1,1
10068,669,225,2,1,1
10069,670,225,2,1,1
10070,674,225,2,1,1
10071,675,225,2,1,1
10072,677,225,2,1,1
10073,678,225,2,1,1
10074,681,225,2,1,1
10075,683,225,2,1,1
10076,684,225,2,1,1
10077,688,225,2,1,1
10078,690,225,2,1,1
10079,691,225,2,1,1
10080,693,225,2,1,1
10081,695,225,2,1,1
10082,696,225,2,1,1
10083,697,225,2,1,1
10084,699,225,2,1,1
10085,700,225,2,1,1
10086,701,225,2,1,1
10087,703,225,2,1,1
10088,704,225,2,1,1
10089,707,125,2,1,1
10090,711,125,2,1,1
10091,712,125,2,1,1
10092,713,125,2,1,1
10093,714,125,2,1,1
10094,715,125,2,1,1
10095,716,166,2,1,1
10096,719,166,2,1,1
10097,726,81,2,1,1
10098,728,81,2,1,1
10099,731,81,2,1,1
10100,733,81,2,1,1
10101,734,81,2,1,1
10102,736,81,2,1,1
10103,738,181,2,1,1
10104,739,181,2,1,1
10105,740,181,2,1,1
10106,741,435,2,1,1
10107,743,435,2,1,1
10108,745,435,2,1,1
10109,746,435,2,1,1
10110,747,187,2,1,1
10111,749,187,2,1,1
10112,750,187,2,1,1
10113,753,187,2,1,1
10114,754,187,2,1,1
10115,756,187,2,1,1
10116,757,187,2,1,1
10117,759,187,2,1,1
10118,761,187,2,1,1
10119,762,187,2,1,1
10120,763,71,2,1,1
10121,764,71,2,1,1
10122,765,71,2,1,1
10123,766,71,2,1,1
10124,767,71,2,1,1
10125,768,71,2,1,1
10126,769,71,2,1,1
10127,771,71,2,1,1
10128,773,71,2,1,1
10129,774,71,2,1,1
10130,778,71,2,1,1
10131,779,71,2,1,1
10132,780,71,2,1,1
10133,781,71,2,1,1
10134,783,71,2,1,1
10135,791,71,2,1,1
10136,794,71,2,1,1
10137,796,71,2,1,1
10138,798,319,2,1,1
10139,799,319,2,1,1
10140,800,319,2,1,1
10141,801,319,2,1,1
10142,802,319,2,1,1
10143,803,319,2,1,1
10144,805,319,2,1,1
10145,806,319,2,1,1
10146,808,319,2,1,1
10147,809,319,2,1,1
10148,810,319,2,1,1
10149,811,319,2,1,1
10150,812,319,2,1,1
10151,813,319,2,1,1
10152,815,272,2,1,1
10153,817,272,2,1,1
10154,821,272,2,1,1
10155,822,272,2,1,1
10156,823,272,2,1,1
10157,825,272,2,1,1
10158,827,272,2,1,1
10159,832,272,2,1,1
10160,834,272,2,1,1
10161,838,272,2,1,1
10162,840,272,2,1,1
10163,842,272,2,1,1
10164,843,272,2,1,1
10165,844,272,2,1,1
10166,845,272,2,1,1
10167,846,272,2,1,1
10168,847,272,2,1,1
10169,850,272,2,1,1
10170,852,272,2,1,1
10171,853,272,2,1,1
10172,856,272,2,1,1
10173,861,272,2,1,1
10174,862,272,2,1,1
10175,863,272,2,1,1
10176,865,272,2,1,1
10177,874,272,2,1,1
10178,876,229,2,1,1
10179,877,229,2,1,1
10180,878,229,2,1,1
10181,879,229,2,1,1
10182,881,229,2,1,1
10183,882,229,2,1,1
10184,883,229,2,1,1
10185,885,229,2,1,1
10186,893,50,2,1,1
10187,894,50,2,1,1
10188,896,50,2,1,1
10189,898,50,2,1,1
10190,899,50,2,1,1
10191,900,50,2,1,1
10192,904,50,2,1,1
10193,906,50,2,1,1
10194,909,50,2,1,1
10195,911,50,2,1,1
10196,913,50,2,1,1
10197,916,50,2,1,1
10198,917,50,2,1,1
10199,919,50,2,1,1
10200,920,50,2,1,1
10201,921,50,2,1,1
10202,922,50,2,1,1
10203,924,50,2,1,1
10204,925,50,2,1,1
10205,926,50,2,1,1
10206,929,50,2,1,1
10207,930,50,2,1,1
10208,931,50,2,1,1
10209,932,50,2,1,1
10210,936,50,2,1,1
10211,937,50,2,1,1
10212,938,50,2,1,1
10213,939,50,2,1,1
10214,940,50,2,1,1
10215,941,50,2,1,1
10216,942,50,2,1,1
10217,943,50,2,1,1
10218,944,50,2,1,1
10219,945,50,2,1,1
10220,946,50,2,1,1
10221,948,50,2,1,1
10222,949,50,2,1,1
10223,950,50,2,1,1
10224,951,50,2,1,1
10225,954,50,2,1,1
10226,955,50,2,1,1
10227,956,50,2,1,1
10228,957,50,2,1,1
10229,958,50,2,1,1
10230,961,314,2,1,1
10231,962,314,2,1,1
10232,964,314,2,1,1
10233,972,418,2,1,1
10234,973,418,2,1,1
10235,978,418,2,1,1
10236,980,418,2,1,1
10237,982,418,2,1,1
10238,984,398,2,1,1
10239,985,398,2,1,1
10240,986,398,2,1,1
10241,987,398,2,1,1
10242,988,398,2,1,1
10243,990,398,2,1,1
10244,991,398,2,1,1
10245,992,398,2,1,1
10246,993,398,2,1,1
10247,996,398,2,1,1
10248,997,398,2,1,1
10249,1002,2,2,1,1
10250,1003,2,2,1,1
10251,1005,428,2,1,1
10252,1006,428,2,1,1
10253,1008,428,2,1,1
10254,1010,428,2,1,1
10255,1013,428,2,1,1
10256,1014,428,2,1,1
10257,1015,428,2,1,1
10258,1016,428,2,1,1
10259,1019,428,2,1,1
10260,1022,428,2,1,1
10261,1024,428,2,1,1
10262,1028,428,2,1,1
10263,1029,312,2,1,1
10264,1031,312,2,1,1
10265,1034,312,2,1,1
10266,1035,312,2,1,1
10267,1036,312,2,1,1
10268,1040,312,2,1,1
10269,1041,312,2,1,1
10270,1042,312,2,1,1
10271,1047,312,2,1,1
10272,1049,312,2,1,1
10273,1051,381,2,1,1
10274,1054,381,2,1,1
10275,1056,381,2,1,1
10276,1057,381,2,1,1
10277,1058,381,2,1,1
10278,1059,381,2,1,1
10279,1060,381,2,1,1
10280,1061,381,2,1,1
10281,1063,381,2,1,1
10282,1066,381,2,1,1
10283,1069,370,2,1,1
10284,1072,370,2,1,1
10285,1076,370,2,1,1
10286,1077,370,2,1,1
10287,1080,370,2,1,1
10288,1082,370,2,1,1
10289,1083,370,2,1,1
10290,1084,370,2,1,1
10291,1088,306,2,1,1
10292,1090,306,2,1,1
10293,1091,306,2,1,1
10294,1092,306,2,1,1
10295,1094,306,2,1,1
10296,1097,306,2,1,1
10297,1099,306,2,1,1
10298,1102,306,2,1,1
10299,1104,306,2,1,1
10300,1105,306,2,1,1
10301,1115,227,2,1,1
10302,1119,426,2,1,1
10303,1121,426,2,1,1
10304,1122,426,2,1,1
10305,1123,426,2,1,1
10306,1124,232,2,1,1
10307,1128,232,2,1,1
10308,1130,232,2,1,1
10309,1131,232,2,1,1
10310,1135,232,2,1,1
10311,1138,232,2,1,1
10312,1139,232,2,1,1
10313,1141,232,2,1,1
10314,1142,232,2,1,1
10315,1143,232,2,1,1
10316,1148,232,2,1,1
10317,1149,232,2,1,1
10318,1157,232,2,1,1
10319,1158,232,2,1,1
10320,1162,232,2,1,1
10321,1166,232,2,1,1
10322,1168,232,2,1,1
10323,1177,232,2,1,1
10324,1181,300,2,1,1
10325,1182,300,2,1,1
10326,1183,300,2,1,1
10327,1184,300,2,1,1
10328,1185,300,2,1,1
10329,1187,300,2,1,1
10330,1188,300,2,1,1
10331,1189,300,2,1,1
10332,1191,300,2,1,1
10333,1192,300,2,1,1
10334,1193,300,2,1,1
10335,1194,300,2,1,1
10336,1195,300,2,1,1
10337,1196,300,2,1,1
10338,1199,300,2,1,1
10339,1201,300,2,1,1
10340,1202,300,2,1,1
10341,1204,300,2,1,1
10342,1205,300,2,1,1
10343,1206,300,2,1,1
10344,1207,300,2,1,1
10345,1208,300,2,1,1
10346,1211,300,2,1,1
10347,1212,300,2,1,1
10348,1213,300,2,1,1
10349,1214,300,2,1,1
10350,1215,300,2,1,1
10351,1216,300,2,1,1
10352,1217,300,2,1,1
10353,1220,300,2,1,1
10354,1221,300,2,1,1
10355,1222,300,2,1,1
10356,1223,300,2,1,1
10357,1224,300,2,1,1
10358,1233,421,2,1,1
10359,1284,421,2,1,1
10360,1304,421,2,1,1
10361,1312,421,2,1,1
10362,1314,421,2,1,1
10363,1326,421,2,1,1
10364,1347,421,2,1,1
10365,1352,,2,1,1
10366,1359,267,2,1,1
10367,1362,267,2,1,1
10368,1364,267,2,1,1
10369,1365,267,2,1,1
10370,1368,267,2,1,1
10371,1370,267,2,1,1
10372,1371,267,2,1,1
10373,1375,210,2,1,1
10374,1377,210,2,1,1
10375,1378,210,2,1,1
10376,1379,210,2,1,1
10377,1380,210,2,1,1
10378,1385,210,2,1,1
10379,1389,210,2,1,1
10380,1390,210,2,1,1
10381,1391,210,2,1,1
10382,1392,210,2,1,1
10383,1394,210,2,1,1
10384,1395,210,2,1,1
10385,1399,210,2,1,1
10386,1401,210,2,1,1
10387,1402,210,2,1,1
10388,1403,210,2,1,1
10389,1405,210,2,1,1
10390,1406,210,2,1,1
10391,1409,210,2,1,1
10392,1411,210,2,1,1
10393,1412,210,2,1,1
10394,1413,210,2,1,1
10395,1415,210,2,1,1
10396,1419,91,2,1,1
10397,1421,91,2,1,1
10398,1424,91,2,1,1
10399,1429,91,2,1,1
10400,1431,91,2,1,1
10401,1433,408,2,1,1
10402,1434,408,2,1,1
10403,1435,408,2,1,1
10404,1436,408,2,1,1
10405,1437,408,2,1,1
10406,1440,408,2,1,1
10407,1443,408,2,1,1
10408,1444,408,2,1,1
10409,1498,183,2,1,1
10410,1501,183,2,1,1
10411,1504,26,2,1,1
10412,1506,26,2,1,1
10413,1507,26,2,1,1
10414,1508,26,2,1,1
10415,1510,26,2,1,1
10416,1511,26,2,1,1
10417,1512,26,2,1,1
10418,1513,26,2,1,1
10419,1515,26,2,1,1
10420,1516,26,2,1,1
10421,1517,26,2,1,1
10422,1520,26,2,1,1
10423,1522,80,2,1,1
10424,1523,80,2,1,1
10425,1524,80,2,1,1
10426,1525,80,2,1,1
10427,1527,80,2,1,1
10428,1528,80,2,1,1
10429,1529,80,2,1,1
10430,1530,80,2,1,1
10431,1532,80,2,1,1
10432,1533,80,2,1,1
10433,1535,80,2,1,1
10434,1536,80,2,1,1
10435,1539,80,2,1,1
10436,1540,80,2,1,1
10437,1541,80,2,1,1
10438,1542,80,2,1,1
10439,1546,80,2,1,1
10440,1547,80,2,1,1
10441,1548,80,2,1,1
10442,1550,107,2,1,1
10443,1551,107,2,1,1
10444,1552,107,2,1,1
10445,1554,107,2,1,1
10446,1557,107,2,1,1
10447,1560,107,2,1,1
10448,1561,107,2,1,1
10449,1562,107,2,1,1
10450,1565,107,2,1,1
10451,1569,143,2,1,1
10452,1570,143,2,1,1
10453,1571,143,2,1,1
10454,1574,143,2,1,1
10455,1576,143,2,1,1
10456,1578,143,2,1,1
10457,1579,143,2,1,1
10458,1580,143,2,1,1
10459,1581,143,2,1,1
10460,1584,143,2,1,1
10461,1585,143,2,1,1
10462,1588,30,2,1,1
10463,1592,30,2,1,1
10464,1593,30,2,1,1
10465,1595,30,2,1,1
10466,1597,30,2,1,1
10467,1600,30,2,1,1
10468,1604,30,2,1,1
10469,1606,30,2,1,1
10470,1607,30,2,1,1
10471,1610,30,2,1,1
10472,1619,30,2,1,1
10473,1621,30,2,1,1
10474,1622,30,2,1,1
10475,1623,30,2,1,1
10476,1625,30,2,1,1
10477,1632,30,2,1,1
10478,1634,30,2,1,1
10479,1636,30,2,1,1
10480,1637,30,2,1,1
10481,1638,30,2,1,1
10482,1640,30,2,1,1
10483,1642,30,2,1,1
10484,1643,30,2,1,1
10485,1644,30,2,1,1
10486,1647,30,2,1,1
10487,1651,30,2,1,1
10488,1652,30,2,1,1
10489,1654,30,2,1,1
10490,1655,30,2,1,1
10491,1658,30,2,1,1
10492,1666,30,2,1,1
10493,1668,30,2,1,1
10494,1669,30,2,1,1
10495,1670,30,2,1,1
10496,1671,30,2,1,1
10497,1673,30,2,1,1
10498,1677,30,2,1,1
10499,1679,30,2,1,1
10500,1680,30,2,1,1
10501,1681,30,2,1,1
10502,1682,30,2,1,1
10503,1684,30,2,1,1
10504,1686,30,2,1,1
10505,1687,30,2,1,1
10506,1689,30,2,1,1
10507,1694,30,2,1,1
10508,1696,30,2,1,1
10509,1698,30,2,1,1
10510,1700,30,2,1,1
10511,1702,30,2,1,1
10512,1704,30,2,1,1
10513,1705,30,2,1,1
10514,1710,30,2,1,1
10515,1713,30,2,1,1
10516,1715,30,2,1,1
10517,1719,30,2,1,1
10518,1721,30,2,1,1
10519,1724,30,2,1,1
10520,1727,30,2,1,1
10521,1728,30,2,1,1
10522,1729,30,2,1,1
10523,1732,30,2,1,1
10524,1733,30,2,1,1
10525,1735,30,2,1,1
10526,1737,30,2,1,1
10527,1738,30,2,1,1
10528,1739,30,2,1,1
10529,1740,30,2,1,1
10530,1741,30,2,1,1
10531,1743,30,2,1,1
10532,1744,30,2,1,1
10533,1745,30,2,1,1
10534,1748,30,2,1,1
10535,1752,30,2,1,1
10536,1754,30,2,1,1
10537,1756,30,2,1,1
10538,1757,30,2,1,1
10539,1759,30,2,1,1
10540,1760,30,2,1,1
10541,1761,30,2,1,1
10542,1763,30,2,1,1
10543,1764,30,2,1,1
10544,1765,30,2,1,1
10545,1767,93,2,1,1
10546,1768,93,2,1,1
10547,1770,93,2,1,1
10548,1771,93,2,1,1
10549,1774,93,2,1,1
10550,1775,93,2,1,1
10551,1776,93,2,1,1
10552,1777,93,2,1,1
10553,1779,93,2,1,1
10554,1781,93,2,1,1
10555,1782,41,2,1,1
10556,1783,41,2,1,1
10557,1786,41,2,1,1
10558,1789,41,2,1,1
10559,1790,41,2,1,1
10560,1792,41,2,1,1
10561,1793,41,2,1,1
10562,1795,41,2,1,1
10563,1796,41,2,1,1
10564,1797,41,2,1,1
10565,1798,41,2,1,1
10566,1800,41,2,1,1
10567,1802,41,2,1,1
10568,1803,41,2,1,1
10569,1804,41,2,1,1
10570,1809,41,2,1,1
10571,1810,41,2,1,1
10572,1812,41,2,1,1
10573,1817,41,2,1,1
10574,1819,41,2,1,1
10575,1821,41,2,1,1
10576,1822,41,2,1,1
10577,1823,41,2,1,1
10578,1825,41,2,1,1
10579,1826,41,2,1,1
10580,1827,41,2,1,1
10581,1833,41,2,1,1
10582,1836,41,2,1,1
10583,1837,41,2,1,1
10584,1838,41,2,1,1
10585,1841,41,2,1,1
10586,1842,41,2,1,1
10587,1845,41,2,1,1
10588,1846,41,2,1,1
10589,1847,41,2,1,1
10590,1849,41,2,1,1
10591,1851,41,2,1,1
10592,1852,41,2,1,1
10593,1855,41,2,1,1
10594,1856,41,2,1,1
10595,1857,41,2,1,1
10596,1859,41,2,1,1
10597,1860,41,2,1,1
10598,1862,41,2,1,1
10599,1863,41,2,1,1
10600,1866,41,2,1,1
10601,1868,41,2,1,1
10602,1869,41,2,1,1
10603,1870,41,2,1,1
10604,1871,41,2,1,1
10605,1872,41,2,1,1
10606,1874,41,2,1,1
10607,1875,41,2,1,1
10608,1876,41,2,1,1
10609,1878,41,2,1,1
10610,1879,41,2,1,1
10611,1880,41,2,1,1
10612,1882,41,2,1,1
10613,1884,41,2,1,1
10614,1885,41,2,1,1
10615,1886,41,2,1,1
10616,1887,41,2,1,1
10617,1889,41,2,1,1
10618,1890,41,2,1,1
10619,1892,41,2,1,1
10620,1893,41,2,1,1
10621,1894,41,2,1,1
10622,1895,41,2,1,1
10623,1899,41,2,1,1
10624,1903,41,2,1,1
10625,1906,41,2,1,1
10626,1907,41,2,1,1
10627,1908,41,2,1,1
10628,1910,41,2,1,1
10629,1911,41,2,1,1
10630,1912,41,2,1,1
10631,1916,41,2,1,1
10632,1918,41,2,1,1
10633,1919,41,2,1,1
10634,1920,41,2,1,1
10635,1923,41,2,1,1
10636,1924,41,2,1,1
10637,1925,41,2,1,1
10638,1926,41,2,1,1
10639,1927,41,2,1,1
10640,1928,41,2,1,1
10641,1930,41,2,1,1
10642,1931,41,2,1,1
10643,1932,41,2,1,1
10644,1933,41,2,1,1
10645,1934,41,2,1,1
10646,1935,41,2,1,1
10647,1937,41,2,1,1
10648,1940,41,2,1,1
10649,1941,41,2,1,1
10650,1942,41,2,1,1
10651,1943,41,2,1,1
10652,1944,41,2,1,1
10653,1948,41,2,1,1
10654,1949,41,2,1,1
10655,1950,41,2,1,1
10656,1951,41,2,1,1
10657,1953,41,2,1,1
10658,1956,41,2,1,1
10659,1957,41,2,1,1
10660,1958,41,2,1,1
10661,1961,41,2,1,1
10662,1966,41,2,1,1
10663,1968,41,2,1,1
10664,1969,41,2,1,1
10665,1970,41,2,1,1
10666,1972,41,2,1,1
10667,1976,41,2,1,1
10668,1978,41,2,1,1
10669,1980,41,2,1,1
10670,1982,41,2,1,1
10671,1984,41,2,1,1
10672,1986,41,2,1,1
10673,1988,41,2,1,1
10674,1991,41,2,1,1
10675,1999,41,2,1,1
10676,2001,41,2,1,1
10677,2005,41,2,1,1
10678,2006,41,2,1,1
10679,2007,41,2,1,1
10680,2010,41,2,1,1
10681,2011,41,2,1,1
10682,2013,41,2,1,1
10683,2015,41,2,1,1
10684,2017,41,2,1,1
10685,2019,41,2,1,1
10686,2022,41,2,1,1
10687,2023,41,2,1,1
10688,2024,41,2,1,1
10689,2026,41,2,1,1
10690,2028,41,2,1,1
10691,2029,41,2,1,1
10692,2031,41,2,1,1
10693,2035,41,2,1,1
10694,2036,41,2,1,1
10695,2037,41,2,1,1
10696,2039,41,2,1,1
10697,2040,41,2,1,1
10698,2041,337,2,1,1
10699,2042,337,2,1,1
10700,2043,337,2,1,1
10701,2044,337,2,1,1
10702,2045,337,2,1,1
10703,2047,337,2,1,1
10704,2049,148,2,1,1
10705,2051,148,2,1,1
10706,2053,148,2,1,1
10707,2054,148,2,1,1
10708,2055,148,2,1,1
10709,2057,148,2,1,1
10710,2067,58,2,1,1
10711,2068,58,2,1,1
10712,2069,58,2,1,1
10713,2070,58,2,1,1
10714,2071,58,2,1,1
10715,2072,58,2,1,1
10716,2073,58,2,1,1
10717,2074,58,2,1,1
10718,2076,58,2,1,1
10719,2078,58,2,1,1
10720,2079,58,2,1,1
10721,2080,58,2,1,1
10722,2083,58,2,1,1
10723,2085,58,2,1,1
10724,2087,58,2,1,1
10725,2089,58,2,1,1
10726,2090,58,2,1,1
10727,2092,58,2,1,1
10728,2094,58,2,1,1
10729,2097,58,2,1,1
10730,2098,58,2,1,1
10731,2100,58,2,1,1
10732,2101,58,2,1,1
10733,2102,58,2,1,1
10734,2103,58,2,1,1
10735,2105,159,2,1,1
10736,2106,159,2,1,1
10737,2107,159,2,1,1
10738,2108,159,2,1,1
10739,2110,159,2,1,1
10740,2111,159,2,1,1
10741,2113,184,2,1,1
10742,2114,184,2,1,1
10743,2119,184,2,1,1
10744,2120,184,2,1,1
10745,2121,184,2,1,1
10746,2122,184,2,1,1
10747,2123,184,2,1,1
10748,2125,184,2,1,1
10749,2126,184,2,1,1
10750,2129,184,2,1,1
10751,2130,184,2,1,1
10752,2131,184,2,1,1
10753,2132,184,2,1,1
10754,2139,425,2,1,1
10755,2142,425,2,1,1
10756,2143,425,2,1,1
10757,2144,425,2,1,1
10758,2145,425,2,1,1
10759,2146,425,2,1,1
10760,2149,425,2,1,1
10761,2150,425,2,1,1
10762,2156,425,2,1,1
10763,2160,34,2,1,1
10764,2161,34,2,1,1
10765,2163,34,2,1,1
10766,2165,34,2,1,1
10767,2167,34,2,1,1
10768,2168,34,2,1,1
10769,2169,34,2,1,1
10770,2170,34,2,1,1
10771,2171,34,2,1,1
10772,2172,34,2,1,1
10773,2175,34,2,1,1
10774,2176,34,2,1,1
10775,2178,34,2,1,1
10776,2180,34,2,1,1
10777,2181,34,2,1,1
10778,2182,34,2,1,1
10779,2185,34,2,1,1
10780,2187,34,2,1,1
10781,2191,34,2,1,1
10782,2192,34,2,1,1
10783,2194,34,2,1,1
10784,2195,12,2,1,1
10785,2196,12,2,1,1
10786,2198,12,2,1,1
10787,2204,12,2,1,1
10788,2209,12,2,1,1
10789,2210,120,2,1,1
10790,2212,120,2,1,1
10791,2213,120,2,1,1
10792,2214,120,2,1,1
10793,2215,120,2,1,1
10794,2216,120,2,1,1
10795,2217,120,2,1,1
10796,2218,120,2,1,1
10797,2220,120,2,1,1
10798,2221,120,2,1,1
10799,2222,120,2,1,1
10800,2223,120,2,1,1
10801,2224,120,2,1,1
10802,2226,120,2,1,1
10803,2227,120,2,1,1
10804,2229,120,2,1,1
10805,2230,120,2,1,1
10806,2231,120,2,1,1
10807,2233,120,2,1,1
10808,2234,120,2,1,1
10809,2235,120,2,1,1
10810,2238,120,2,1,1
10811,2239,120,2,1,1
10812,2240,120,2,1,1
10813,2241,120,2,1,1
10814,2242,120,2,1,1
10815,2243,120,2,1,1
10816,2244,120,2,1,1
10817,2245,120,2,1,1
10818,2246,120,2,1,1
10819,2247,120,2,1,1
10820,2250,120,2,1,1
10821,2251,120,2,1,1
10822,2252,120,2,1,1
10823,2253,120,2,1,1
10824,2254,101,2,1,1
10825,2256,101,2,1,1
10826,2258,101,2,1,1
10827,2260,101,2,1,1
10828,2262,101,2,1,1
10829,2265,101,2,1,1
10830,2267,164,2,1,1
10831,2268,164,2,1,1
10832,2270,164,2,1,1
10833,2272,164,2,1,1
10834,2273,164,2,1,1
10835,2278,164,2,1,1
10836,2279,164,2,1,1
10837,2281,164,2,1,1
10838,2283,164,2,1,1
10839,2284,164,2,1,1
10840,2291,164,2,1,1
10841,2293,330,2,1,1
10842,2295,330,2,1,1
10843,2296,330,2,1,1
10844,2298,330,2,1,1
10845,2299,330,2,1,1
10846,2300,330,2,1,1
10847,2301,330,2,1,1
10848,2303,330,2,1,1
10849,2308,330,2,1,1
10850,2315,330,2,1,1
10851,2318,330,2,1,1
10852,2326,330,2,1,1
10853,2327,330,2,1,1
10854,2332,330,2,1,1
10855,2340,330,2,1,1
10856,2341,330,2,1,1
10857,2349,330,2,1,1
10858,2350,330,2,1,1
10859,2351,330,2,1,1
10860,2352,330,2,1,1
10861,2353,330,2,1,1
10862,2354,330,2,1,1
10863,2355,330,2,1,1
10864,2358,330,2,1,1
10865,2363,330,2,1,1
10866,2365,330,2,1,1
10867,2369,330,2,1,1
10868,2373,330,2,1,1
10869,2376,330,2,1,1
10870,2379,330,2,1,1
10871,2381,330,2,1,1
10872,2382,330,2,1,1
10873,2383,330,2,1,1
10874,2385,330,2,1,1
10875,2387,330,2,1,1
10876,2389,330,2,1,1
10877,2391,330,2,1,1
10878,2393,330,2,1,1
10879,2395,330,2,1,1
10880,2396,330,2,1,1
10881,2400,330,2,1,1
10882,2402,330,2,1,1
10883,2407,330,2,1,1
10884,2409,330,2,1,1
10885,2411,330,2,1,1
10886,2416,330,2,1,1
10887,2417,330,2,1,1
10888,2418,330,2,1,1
10889,2419,330,2,1,1
10890,2421,330,2,1,1
10891,2425,388,2,1,1
10892,2427,388,2,1,1
10893,2433,,2,1,1
10894,2434,,2,1,1
10895,2437,,2,1,1
10896,2438,,2,1,1
10897,2439,,2,1,1
10898,2440,,2,1,1
10899,2442,,2,1,1
10900,2444,,2,1,1
10901,2445,,2,1,1
10902,2447,,2,1,1
10903,2449,289,2,1,1
10904,2450,289,2,1,1
10905,2451,289,2,1,1
10906,2452,289,2,1,1
10907,2453,289,2,1,1
10908,2454,289,2,1,1
10909,2455,289,2,1,1
10910,2457,289,2,1,1
10911,2460,289,2,1,1
10912,2462,289,2,1,1
10913,2463,289,2,1,1
10914,2466,289,2,1,1
10915,2467,289,2,1,1
10916,2469,289,2,1,1
10917,2471,289,2,1,1
