athlete_certification_key,person_key,club_key,certification_type_key,person_type_key,has_certificate
6185,12323,51,1,1,1
6186,12324,51,1,1,1
6187,12327,51,1,1,1
6188,12330,51,1,1,1
6189,12331,51,1,1,1
6190,12335,51,1,1,1
6191,12337,51,1,1,1
6192,12341,51,1,1,1
6193,12344,410,1,1,1
6194,12346,292,1,1,1
6195,12347,292,1,1,1
6196,12350,292,1,1,1
6197,12351,292,1,1,1
6198,12352,292,1,1,1
6199,12354,292,1,1,1
6200,12355,292,1,1,1
6201,12356,292,1,1,1
6202,12357,292,1,1,1
6203,12358,292,1,1,1
6204,12359,292,1,1,1
6205,12360,292,1,1,1
6206,12363,292,1,1,1
6207,12365,292,1,1,1
6208,12366,292,1,1,1
6209,12367,292,1,1,1
6210,12368,292,1,1,1
6211,12371,307,1,1,1
6212,12372,307,1,1,1
6213,12373,307,1,1,1
6214,12374,307,1,1,1
6215,12375,307,1,1,1
6216,12379,307,1,1,1
6217,12384,307,1,1,1
6218,12386,307,1,1,1
6219,12391,111,1,1,1
6220,12397,111,1,1,1
6221,12398,111,1,1,1
6222,12399,111,1,1,1
6223,12400,111,1,1,1
6224,12401,111,1,1,1
6225,12404,111,1,1,1
6226,12405,111,1,1,1
6227,12406,111,1,1,1
6228,12416,111,1,1,1
6229,12417,111,1,1,1
6230,12418,111,1,1,1
6231,12423,111,1,1,1
6232,12424,111,1,1,1
6233,12425,111,1,1,1
6234,12429,111,1,1,1
6235,12430,355,1,1,1
6236,12431,355,1,1,1
6237,12434,355,1,1,1
6238,12435,355,1,1,1
6239,12436,355,1,1,1
6240,12440,355,1,1,1
6241,12443,308,1,1,1
6242,12445,308,1,1,1
6243,12447,308,1,1,1
6244,12449,308,1,1,1
6245,12450,308,1,1,1
6246,12451,308,1,1,1
6247,12453,260,1,1,1
6248,12457,260,1,1,1
6249,12458,260,1,1,1
6250,12460,260,1,1,1
6251,12461,260,1,1,1
6252,12464,260,1,1,1
6253,12466,260,1,1,1
6254,12467,260,1,1,1
6255,12468,260,1,1,1
6256,12470,260,1,1,1
6257,12473,260,1,1,1
6258,12475,260,1,1,1
6259,12476,260,1,1,1
6260,12477,260,1,1,1
6261,12478,260,1,1,1
6262,12480,260,1,1,1
6263,12481,260,1,1,1
6264,12482,260,1,1,1
6265,12485,260,1,1,1
6266,12486,260,1,1,1
6267,12487,260,1,1,1
6268,12489,260,1,1,1
6269,12490,260,1,1,1
6270,12491,260,1,1,1
6271,12493,260,1,1,1
6272,12495,260,1,1,1
6273,12496,260,1,1,1
6274,12497,260,1,1,1
6275,12501,92,1,1,1
6276,12502,92,1,1,1
6277,12505,92,1,1,1
6278,12509,92,1,1,1
6279,12512,92,1,1,1
6280,12514,92,1,1,1
6281,12516,92,1,1,1
6282,12517,92,1,1,1
6283,12518,92,1,1,1
6284,12519,92,1,1,1
6285,12520,92,1,1,1
6286,12526,92,1,1,1
6287,12532,92,1,1,1
6288,12534,92,1,1,1
6289,12535,92,1,1,1
6290,12536,92,1,1,1
6291,12537,92,1,1,1
6292,12543,92,1,1,1
6293,12544,92,1,1,1
6294,12546,92,1,1,1
6295,12547,92,1,1,1
6296,12553,92,1,1,1
6297,12558,92,1,1,1
6298,12560,92,1,1,1
6299,12562,92,1,1,1
6300,12563,92,1,1,1
6301,12566,92,1,1,1
6302,12567,92,1,1,1
6303,12570,92,1,1,1
6304,12573,92,1,1,1
6305,12581,217,1,1,1
6306,12582,217,1,1,1
6307,12583,217,1,1,1
6308,12584,217,1,1,1
6309,12592,367,1,1,1
6310,12594,367,1,1,1
6311,12598,367,1,1,1
6312,12602,367,1,1,1
6313,12604,367,1,1,1
6314,12605,367,1,1,1
6315,12609,21,1,1,1
6316,12610,21,1,1,1
6317,12611,21,1,1,1
6318,12612,21,1,1,1
6319,12614,21,1,1,1
6320,12615,21,1,1,1
6321,12616,21,1,1,1
6322,12617,21,1,1,1
6323,12628,155,1,1,1
6324,12630,155,1,1,1
6325,12636,155,1,1,1
6326,12658,269,1,1,1
6327,12661,269,1,1,1
6328,12665,269,1,1,1
6329,12669,269,1,1,1
6330,12670,269,1,1,1
6331,12671,269,1,1,1
6332,12674,137,1,1,1
6333,12676,186,1,1,1
6334,12678,186,1,1,1
6335,12679,186,1,1,1
6336,12680,288,1,1,1
6337,12683,288,1,1,1
6338,12684,288,1,1,1
6339,12686,288,1,1,1
6340,12687,288,1,1,1
6341,12688,288,1,1,1
6342,12692,288,1,1,1
6343,12695,288,1,1,1
6344,12696,288,1,1,1
6345,12697,288,1,1,1
6346,12699,288,1,1,1
6347,12701,288,1,1,1
6348,12702,288,1,1,1
6349,12706,288,1,1,1
6350,12707,288,1,1,1
6351,12710,288,1,1,1
6352,12713,288,1,1,1
6353,12716,407,1,1,1
6354,12717,407,1,1,1
6355,12718,407,1,1,1
6356,12719,407,1,1,1
6357,12720,407,1,1,1
6358,12721,407,1,1,1
6359,12722,407,1,1,1
6360,12723,407,1,1,1
6361,12725,407,1,1,1
6362,12726,407,1,1,1
6363,12727,407,1,1,1
6364,12728,407,1,1,1
6365,12729,407,1,1,1
6366,12732,406,1,1,1
6367,12733,406,1,1,1
6368,12735,406,1,1,1
6369,12738,360,1,1,1
6370,12739,360,1,1,1
6371,12740,146,1,1,1
6372,12741,146,1,1,1
6373,12743,146,1,1,1
6374,12744,362,1,1,1
6375,12745,362,1,1,1
6376,12747,362,1,1,1
6377,12750,362,1,1,1
6378,12754,362,1,1,1
6379,12757,362,1,1,1
6380,12758,362,1,1,1
6381,12759,362,1,1,1
6382,12760,362,1,1,1
6383,12763,362,1,1,1
6384,12766,362,1,1,1
6385,12767,362,1,1,1
6386,12768,362,1,1,1
6387,12769,362,1,1,1
6388,12770,362,1,1,1
6389,12771,362,1,1,1
6390,12773,89,1,1,1
6391,12775,89,1,1,1
6392,12776,89,1,1,1
6393,12777,89,1,1,1
6394,12778,89,1,1,1
6395,12779,89,1,1,1
6396,12782,89,1,1,1
6397,12783,89,1,1,1
6398,12784,89,1,1,1
6399,12789,89,1,1,1
6400,12791,89,1,1,1
6401,12792,413,1,1,1
6402,12793,413,1,1,1
6403,12794,413,1,1,1
6404,12796,413,1,1,1
6405,12797,413,1,1,1
6406,12799,413,1,1,1
6407,12800,413,1,1,1
6408,12801,413,1,1,1
6409,12803,413,1,1,1
6410,12804,413,1,1,1
6411,12805,413,1,1,1
6412,12809,434,1,1,1
6413,12817,222,1,1,1
6414,12818,222,1,1,1
6415,12819,222,1,1,1
6416,12820,222,1,1,1
6417,12824,222,1,1,1
6418,12825,222,1,1,1
6419,12836,244,1,1,1
6420,12837,244,1,1,1
6421,12841,244,1,1,1
6422,12844,244,1,1,1
6423,12845,244,1,1,1
6424,12847,244,1,1,1
6425,12857,244,1,1,1
6426,12858,244,1,1,1
6427,12860,244,1,1,1
6428,12861,244,1,1,1
6429,12862,244,1,1,1
6430,12863,244,1,1,1
6431,12864,244,1,1,1
6432,12866,244,1,1,1
6433,12870,244,1,1,1
6434,12875,244,1,1,1
6435,12878,244,1,1,1
6436,12879,244,1,1,1
6437,12880,244,1,1,1
6438,12882,244,1,1,1
6439,12883,244,1,1,1
6440,12885,244,1,1,1
6441,12886,244,1,1,1
6442,12889,244,1,1,1
6443,12891,244,1,1,1
6444,12893,244,1,1,1
6445,12903,244,1,1,1
6446,12904,244,1,1,1
6447,12908,244,1,1,1
6448,12909,244,1,1,1
6449,12914,244,1,1,1
6450,12916,244,1,1,1
6451,12918,244,1,1,1
6452,12921,244,1,1,1
6453,12927,365,1,1,1
6454,12928,365,1,1,1
6455,12930,365,1,1,1
6456,12931,365,1,1,1
6457,12934,365,1,1,1
6458,12938,365,1,1,1
6459,12939,365,1,1,1
6460,12940,365,1,1,1
6461,12941,365,1,1,1
6462,12943,365,1,1,1
6463,12947,365,1,1,1
6464,12949,365,1,2,1
6465,12952,365,1,1,1
6466,12954,365,1,2,1
6467,12955,365,1,1,1
6468,12957,365,1,1,1
6469,12959,365,1,1,1
6470,12961,365,1,1,1
6471,12965,365,1,1,1
6472,12966,365,1,1,1
6473,12967,365,1,1,1
6474,12968,365,1,1,1
6475,12969,365,1,1,1
6476,12971,365,1,1,1
6477,12975,365,1,1,1
6478,12978,365,1,1,1
6479,12979,365,1,2,1
6480,12980,365,1,1,1
6481,12981,294,1,1,1
6482,12982,294,1,1,1
6483,12984,296,1,1,1
6484,12985,296,1,1,1
6485,12986,296,1,1,1
6486,12988,296,1,1,1
6487,12990,296,1,1,1
6488,12992,296,1,1,1
6489,12993,296,1,1,1
6490,12995,296,1,1,1
6491,12996,296,1,1,1
6492,12998,296,1,1,1
6493,12999,432,1,1,1
6494,13000,432,1,1,1
6495,13002,432,1,1,1
6496,13003,432,1,1,1
6497,13005,432,1,1,1
6498,13006,373,1,1,1
6499,13008,373,1,1,1
6500,13010,373,1,1,1
6501,13011,373,1,1,1
6502,13017,373,1,1,1
6503,13019,373,1,1,1
6504,13020,373,1,1,1
6505,13025,373,1,1,1
6506,13028,373,1,1,1
6507,13029,376,1,1,1
6508,13030,376,1,1,1
6509,13031,376,1,1,1
6510,13032,376,1,1,1
6511,13034,376,1,1,1
6512,13035,376,1,1,1
6513,13040,376,1,1,1
6514,13041,376,1,1,1
6515,13044,376,1,1,1
6516,13046,376,1,1,1
6517,13050,376,1,1,1
6518,13051,321,1,1,1
6519,13052,321,1,1,1
6520,13053,321,1,1,1
6521,13054,321,1,1,1
6522,13055,321,1,1,1
6523,13062,363,1,1,1
6524,13067,363,1,1,1
6525,13068,363,1,1,1
6526,13074,363,1,1,1
6527,13083,363,1,1,1
6528,13085,363,1,1,1
6529,13088,363,1,1,1
6530,13093,363,1,1,1
6531,13105,243,1,1,1
6532,13106,243,1,1,1
6533,13109,243,1,1,1
6534,13110,243,1,1,1
6535,13111,243,1,1,1
6536,13113,243,1,1,1
6537,13114,243,1,1,1
6538,13115,243,1,1,1
6539,13116,243,1,1,1
6540,13117,243,1,1,1
6541,13121,243,1,1,1
6542,13122,243,1,1,1
6543,13129,327,1,1,1
6544,13130,327,1,1,1
6545,13131,327,1,1,1
6546,13132,327,1,1,1
6547,13133,327,1,1,1
6548,13134,327,1,1,1
6549,13141,327,1,1,1
6550,13143,327,1,1,1
6551,13146,327,1,1,1
6552,13149,327,1,1,1
6553,13151,327,1,1,1
6554,13152,327,1,1,1
6555,13153,327,1,1,1
6556,13159,327,1,1,1
6557,13161,327,1,1,1
6558,13162,327,1,1,1
6559,13163,327,1,1,1
6560,13164,327,1,1,1
6561,13166,327,1,1,1
6562,13167,327,1,1,1
6563,13175,136,1,1,1
6564,13176,136,1,1,1
6565,13177,136,1,1,1
6566,13178,136,1,1,1
6567,13179,136,1,1,1
6568,13180,136,1,1,1
6569,13181,136,1,1,1
6570,13184,136,1,1,1
6571,13185,136,1,1,1
6572,13186,136,1,1,1
6573,13188,136,1,1,1
6574,13189,136,1,1,1
6575,13191,136,1,1,1
6576,13192,136,1,1,1
6577,13195,176,1,1,1
6578,13198,176,1,1,1
6579,13203,176,1,1,1
6580,13206,176,1,1,1
6581,13210,176,1,1,1
6582,13211,176,1,1,1
6583,13212,176,1,1,1
6584,13213,176,1,1,1
6585,13215,176,1,1,1
6586,13218,176,1,1,1
6587,13224,176,1,1,1
6588,13225,176,1,1,1
6589,13232,163,1,1,1
6590,13234,163,1,1,1
6591,13236,163,1,1,1
6592,13237,163,1,1,1
6593,13239,163,1,1,1
6594,13240,163,1,1,1
6595,13242,163,1,1,1
6596,13244,163,1,1,1
6597,13245,163,1,1,1
6598,13246,163,1,1,1
6599,13247,163,1,1,1
6600,13248,163,1,1,1
6601,13249,163,1,1,1
6602,13251,163,1,1,1
6603,13252,163,1,1,1
6604,13254,163,1,1,1
6605,13255,156,1,1,1
6606,13258,156,1,1,1
6607,13259,156,1,1,1
6608,13260,156,1,1,1
6609,13264,156,1,1,1
6610,13265,134,1,1,1
6611,13266,134,1,1,1
6612,13267,134,1,1,1
6613,13269,134,1,1,1
6614,13271,134,1,1,1
6615,13273,134,1,1,1
6616,13274,134,1,1,1
6617,13276,134,1,1,1
6618,13277,134,1,1,1
6619,13278,134,1,1,1
6620,13279,134,1,1,1
6621,13280,134,1,1,1
6622,13281,134,1,1,1
6623,13283,134,1,1,1
6624,13284,134,1,1,1
6625,13285,134,1,1,1
6626,13288,134,1,1,1
6627,13289,134,1,1,1
6628,13290,134,1,1,1
6629,13292,10,1,1,1
6630,13296,10,1,1,1
6631,13301,10,1,1,1
6632,13302,10,1,1,1
6633,13303,10,1,1,1
6634,13313,10,1,1,1
6635,13316,10,1,1,1
6636,13317,10,1,1,1
6637,13319,10,1,1,1
6638,13322,10,1,1,1
6639,13326,10,1,1,1
6640,13327,10,1,1,1
6641,13328,10,1,1,1
6642,13332,10,1,1,1
6643,13336,10,1,1,1
6644,13338,10,1,1,1
6645,13339,10,1,1,1
6646,13340,10,1,1,1
6647,13342,10,1,1,1
6648,13346,10,1,1,1
6649,13349,20,1,1,1
6650,13351,20,1,1,1
6651,13352,20,1,1,1
6652,13353,20,1,1,1
6653,13356,20,1,1,1
6654,13357,28,1,1,1
6655,13359,28,1,1,1
6656,13361,28,1,1,1
6657,13368,28,1,1,1
6658,13376,28,1,1,1
6659,13377,28,1,1,1
6660,13378,28,1,1,1
6661,13381,28,1,1,1
6662,13384,28,1,1,1
6663,13385,28,1,1,1
6664,13389,28,1,1,1
6665,13390,28,1,1,1
6666,13391,28,1,1,1
6667,13392,28,1,1,1
6668,13396,19,1,1,1
6669,13397,19,1,1,1
6670,13398,19,1,1,1
6671,13399,19,1,1,1
6672,13400,19,1,1,1
6673,13401,19,1,1,1
6674,13402,19,1,1,1
6675,13403,19,1,1,1
6676,13404,19,1,1,1
6677,13405,19,1,1,1
6678,13406,114,1,1,1
6679,13407,114,1,1,1
6680,13409,114,1,1,1
6681,13412,114,1,1,1
6682,13413,114,1,1,1
6683,13414,114,1,1,1
6684,13417,114,1,1,1
6685,13418,114,1,1,1
6686,13419,114,1,1,1
6687,13420,169,1,1,1
6688,13421,169,1,1,1
6689,13422,169,1,1,1
6690,13423,87,1,1,1
6691,13424,87,1,1,1
6692,13425,87,1,1,1
6693,13427,87,1,1,1
6694,13430,87,1,1,1
6695,13432,87,1,1,1
6696,13434,87,1,1,1
6697,13435,87,1,1,1
6698,13436,1,1,1,1
6699,13437,1,1,1,1
6700,13443,1,1,1,1
6701,13444,1,1,1,1
